datetime,price,hour,action,soc,energy_delta,revenue
2025-10-16 04:00:00,98.5412842629472,4,HOLD,0.0,0.0,0.0
2025-10-16 05:00:00,113.8186856730902,5,HOLD,0.0,0.0,0.0
2025-10-16 06:00:00,166.9674767234371,6,HOLD,0.0,0.0,0.0
2025-10-16 07:00:00,286.15984006789955,7,HOLD,0.0,0.0,0.0
2025-10-16 08:00:00,155.01858545988148,8,HOLD,0.0,0.0,0.0
2025-10-16 09:00:00,120.40923802170946,9,HOLD,0.0,0.0,0.0
2025-10-16 10:00:00,95.20254827873588,10,HOLD,0.0,0.0,0.0
2025-10-16 11:00:00,90.98950317767904,11,HOLD,0.0,0.0,0.0
2025-10-16 12:00:00,87.67121886871558,12,HOLD,0.0,0.0,0.0
2025-10-16 13:00:00,88.53018922912524,13,HOLD,0.0,0.0,0.0
2025-10-16 14:00:00,89.5476600727057,14,HOLD,0.0,0.0,0.0
2025-10-16 15:00:00,101.72151976398766,15,HOLD,0.0,0.0,0.0
2025-10-16 16:00:00,142.97254873889858,16,HOLD,0.0,0.0,0.0
2025-10-16 17:00:00,203.89808930224,17,HOLD,0.0,0.0,0.0
2025-10-16 18:00:00,196.5099216189546,18,HOLD,0.0,0.0,0.0
2025-10-16 19:00:00,182.9095575791352,19,HOLD,0.0,0.0,0.0
2025-10-16 20:00:00,178.81922252956545,20,HOLD,0.0,0.0,0.0
2025-10-16 21:00:00,135.76844613284388,21,HOLD,0.0,0.0,0.0
2025-10-16 22:00:00,125.38922094456063,22,HOLD,0.0,0.0,0.0
2025-10-16 23:00:00,105.65846724919857,23,HOLD,0.0,0.0,0.0
2025-10-17 00:00:00,99.59965845702337,0,HOLD,0.0,0.0,0.0
2025-10-17 01:00:00,92.87105730048113,1,HOLD,0.0,0.0,0.0
2025-10-17 02:00:00,92.38021709453275,2,HOLD,0.0,0.0,0.0
2025-10-17 03:00:00,91.99163526482364,3,HOLD,0.0,0.0,0.0
2025-10-17 04:00:00,93.8885281440616,4,HOLD,0.0,0.0,0.0
2025-10-17 05:00:00,105.79140313830956,5,HOLD,0.0,0.0,0.0
2025-10-17 06:00:00,137.36878972098802,6,HOLD,0.0,0.0,0.0
2025-10-17 07:00:00,148.22862927759573,7,HOLD,0.0,0.0,0.0
2025-10-17 08:00:00,157.1813501173415,8,HOLD,0.0,0.0,0.0
2025-10-17 09:00:00,129.01939330105378,9,HOLD,0.0,0.0,0.0
2025-10-17 10:00:00,119.18213750683852,10,HOLD,0.0,0.0,0.0
2025-10-17 11:00:00,100.5813388689201,11,HOLD,0.0,0.0,0.0
2025-10-17 12:00:00,91.92005440145616,12,HOLD,0.0,0.0,0.0
2025-10-17 13:00:00,92.68187930443854,13,HOLD,0.0,0.0,0.0
2025-10-17 14:00:00,99.50251299959608,14,HOLD,0.0,0.0,0.0
2025-10-17 15:00:00,130.0010737129505,15,HOLD,0.0,0.0,0.0
2025-10-17 16:00:00,162.37096271148312,16,HOLD,0.0,0.0,0.0
2025-10-17 17:00:00,165.80173123430973,17,HOLD,0.0,0.0,0.0
2025-10-17 18:00:00,194.3215923674348,18,HOLD,0.0,0.0,0.0
2025-10-17 19:00:00,176.75871624834468,19,HOLD,0.0,0.0,0.0
2025-10-17 20:00:00,162.22780098474817,20,HOLD,0.0,0.0,0.0
2025-10-17 21:00:00,150.00792502415854,21,HOLD,0.0,0.0,0.0
2025-10-17 22:00:00,136.698997356621,22,HOLD,0.0,0.0,0.0
2025-10-17 23:00:00,108.31207211260693,23,HOLD,0.0,0.0,0.0
2025-10-18 00:00:00,108.09221660369256,0,HOLD,0.0,0.0,0.0
2025-10-18 01:00:00,100.27967665901431,1,HOLD,0.0,0.0,0.0
2025-10-18 02:00:00,95.78030810448762,2,HOLD,0.0,0.0,0.0
2025-10-18 03:00:00,92.2779587182935,3,HOLD,0.0,0.0,0.0
2025-10-18 04:00:00,91.66952137967002,4,HOLD,0.0,0.0,0.0
2025-10-18 05:00:00,102.86170065905524,5,HOLD,0.0,0.0,0.0
2025-10-18 06:00:00,146.29083304786204,6,HOLD,0.0,0.0,0.0
2025-10-18 07:00:00,165.85797334124132,7,HOLD,0.0,0.0,0.0
2025-10-18 08:00:00,142.5379506398818,8,HOLD,0.0,0.0,0.0
2025-10-18 09:00:00,108.09221660369256,9,HOLD,0.0,0.0,0.0
2025-10-18 10:00:00,95.6320334589407,10,HOLD,0.0,0.0,0.0
2025-10-18 11:00:00,87.62008968059597,11,HOLD,0.0,0.0,0.0
2025-10-18 12:00:00,80.26771242899434,12,HOLD,0.0,0.0,0.0
2025-10-18 13:00:00,77.9208826943037,13,HOLD,0.0,0.0,0.0
2025-10-18 14:00:00,82.21062157753997,14,HOLD,0.0,0.0,0.0
2025-10-18 15:00:00,91.17868117372166,15,HOLD,0.0,0.0,0.0
2025-10-18 16:00:00,143.5503085646503,16,HOLD,0.0,0.0,0.0
2025-10-18 17:00:00,164.19116180854164,17,HOLD,0.0,0.0,0.0
2025-10-18 18:00:00,185.84948589601348,18,HOLD,0.0,0.0,0.0
2025-10-18 19:00:00,185.6603078999709,19,HOLD,0.0,0.0,0.0
2025-10-18 20:00:00,164.7382441214216,20,HOLD,0.0,0.0,0.0
2025-10-18 21:00:00,123.96782951483516,21,HOLD,0.0,0.0,0.0
2025-10-18 22:00:00,108.45012092052993,22,HOLD,0.0,0.0,0.0
2025-10-18 23:00:00,94.9980315262574,23,HOLD,0.0,0.0,0.0
2025-10-19 00:00:00,92.95797692028448,0,HOLD,0.0,0.0,0.0
2025-10-19 01:00:00,90.181662005389,1,HOLD,0.0,0.0,0.0
2025-10-19 02:00:00,87.66099303109165,2,HOLD,0.0,0.0,0.0
2025-10-19 03:00:00,87.7121222192113,3,HOLD,0.0,0.0,0.0
2025-10-19 04:00:00,88.95967440933006,4,HOLD,0.0,0.0,0.0
2025-10-19 05:00:00,90.5497921598503,5,HOLD,0.0,0.0,0.0
2025-10-19 06:00:00,98.59752636987878,6,HOLD,0.0,0.0,0.0
2025-10-19 07:00:00,105.82208065118134,7,HOLD,0.0,0.0,0.0
2025-10-19 08:00:00,97.22215120946096,8,HOLD,0.0,0.0,0.0
2025-10-19 09:00:00,83.20764074587261,9,HOLD,0.0,0.0,0.0
2025-10-19 10:00:00,74.72019551801536,10,HOLD,0.0,0.0,0.0
2025-10-19 11:00:00,64.25916362874075,11,HOLD,0.0,0.0,0.0
2025-10-19 12:00:00,35.207558939171605,12,HOLD,0.0,0.0,0.0
2025-10-19 13:00:00,20.998757560728695,13,HOLD,0.0,0.0,0.0
2025-10-19 14:00:00,38.17816476892163,14,HOLD,0.0,0.0,0.0
2025-10-19 15:00:00,72.74149593778601,15,HOLD,0.0,0.0,0.0
2025-10-19 16:00:00,108.0819907660686,16,HOLD,0.0,0.0,0.0
2025-10-19 17:00:00,148.57119483799715,17,HOLD,0.0,0.0,0.0
2025-10-19 18:00:00,180.74168000286323,18,HOLD,0.0,0.0,0.0
2025-10-19 19:00:00,200.38040115961,19,HOLD,0.0,0.0,0.0
2025-10-19 20:00:00,182.3420235910074,20,HOLD,0.0,0.0,0.0
2025-10-19 21:00:00,138.20219548733786,21,HOLD,0.0,0.0,0.0
2025-10-19 22:00:00,129.397749293139,22,HOLD,0.0,0.0,0.0
2025-10-19 23:00:00,101.44030922932976,23,HOLD,0.0,0.0,0.0
2025-10-20 00:00:00,89.15907824299659,0,HOLD,0.0,0.0,0.0
2025-10-20 01:00:00,81.66865218347198,1,HOLD,0.0,0.0,0.0
2025-10-20 02:00:00,80.01206648839624,2,HOLD,0.0,0.0,0.0
2025-10-20 03:00:00,79.98138897552447,3,HOLD,0.0,0.0,0.0
2025-10-20 04:00:00,87.70189638158736,4,HOLD,0.0,0.0,0.0
2025-10-20 05:00:00,123.96782951483516,5,HOLD,0.0,0.0,0.0
2025-10-20 06:00:00,230.3676699917682,6,HOLD,0.0,0.0,0.0
2025-10-20 07:00:00,293.0111512759289,7,HOLD,0.0,0.0,0.0
2025-10-20 08:00:00,146.0505258636998,8,HOLD,0.0,0.0,0.0
2025-10-20 09:00:00,110.2907716928363,9,HOLD,0.0,0.0,0.0
2025-10-20 10:00:00,86.17824657562264,10,HOLD,0.0,0.0,0.0
2025-10-20 11:00:00,80.66140717751543,11,HOLD,0.0,0.0,0.0
2025-10-20 12:00:00,78.31969036163676,12,HOLD,0.0,0.0,0.0
2025-10-20 13:00:00,83.52975463102622,13,HOLD,0.0,0.0,0.0
2025-10-20 14:00:00,87.63031551821989,14,HOLD,0.0,0.0,0.0
2025-10-20 15:00:00,107.07985867892404,15,HOLD,0.0,0.0,0.0
2025-10-20 16:00:00,183.3288169217161,16,HOLD,0.0,0.0,0.0
2025-10-20 17:00:00,276.2101000598212,17,HOLD,0.0,0.0,0.0
2025-10-20 18:00:00,360.70108342749626,18,HOLD,0.0,0.0,0.0
2025-10-20 19:00:00,336.08749226671034,19,HOLD,0.0,0.0,0.0
2025-10-20 20:00:00,287.63747360455665,20,HOLD,0.0,0.0,0.0
2025-10-20 21:00:00,221.10817402330468,21,HOLD,0.0,0.0,0.0
2025-10-20 22:00:00,157.92783626388797,22,HOLD,0.0,0.0,0.0
2025-10-20 23:00:00,127.53153392677278,23,HOLD,0.0,0.0,0.0
2025-10-21 00:00:00,119.01852410485574,0,HOLD,0.0,0.0,0.0
2025-10-21 01:00:00,91.1582294984738,1,HOLD,0.0,0.0,0.0
2025-10-21 02:00:00,88.07002653604863,2,HOLD,0.0,0.0,0.0
2025-10-21 03:00:00,86.27027911423794,3,HOLD,0.0,0.0,0.0
2025-10-21 04:00:00,90.57024383509814,4,HOLD,0.0,0.0,0.0
2025-10-21 05:00:00,129.30060383571168,5,HOLD,0.0,0.0,0.0
2025-10-21 06:00:00,241.9024148315549,6,HOLD,0.0,0.0,0.0
2025-10-21 07:00:00,269.8496290577402,7,HOLD,0.0,0.0,0.0
2025-10-21 08:00:00,226.3898191560616,8,HOLD,0.0,0.0,0.0
2025-10-21 09:00:00,154.64022946779627,9,HOLD,0.0,0.0,0.0
2025-10-21 10:00:00,128.5694564456011,10,HOLD,0.0,0.0,0.0
2025-10-21 11:00:00,113.26137752258632,11,HOLD,0.0,0.0,0.0
2025-10-21 12:00:00,103.44968632243088,12,HOLD,0.0,0.0,0.0
2025-10-21 13:00:00,93.60220469059172,13,HOLD,0.0,0.0,0.0
2025-10-21 14:00:00,103.10200784321746,14,HOLD,0.0,0.0,0.0
2025-10-21 15:00:00,133.90223076647766,15,HOLD,0.0,0.0,0.0
2025-10-21 16:00:00,185.8188083831417,16,HOLD,0.0,0.0,0.0
2025-10-21 17:00:00,227.00848233230903,17,HOLD,0.0,0.0,0.0
2025-10-21 18:00:00,246.52960635638067,18,HOLD,0.0,0.0,0.0
2025-10-21 19:00:00,214.96244561132613,19,HOLD,0.0,0.0,0.0
2025-10-21 20:00:00,171.96791132153612,20,HOLD,0.0,0.0,0.0
2025-10-21 21:00:00,147.40033643005785,21,HOLD,0.0,0.0,0.0
2025-10-21 22:00:00,127.76161527331108,22,HOLD,0.0,0.0,0.0
2025-10-21 23:00:00,99.5280775936559,23,HOLD,0.0,0.0,0.0
2025-10-22 00:00:00,96.35806793023934,0,HOLD,0.0,0.0,0.0
2025-10-22 01:00:00,96.02061528864984,1,HOLD,0.0,0.0,0.0
2025-10-22 02:00:00,96.85913397381164,2,HOLD,0.0,0.0,0.0
2025-10-22 03:00:00,95.82121145498331,3,HOLD,0.0,0.0,0.0
2025-10-22 04:00:00,95.43774254408616,4,HOLD,0.0,0.0,0.0
2025-10-22 05:00:00,108.27116876211124,5,HOLD,0.0,0.0,0.0
2025-10-22 06:00:00,161.96192920652612,6,HOLD,0.0,0.0,0.0
2025-10-22 07:00:00,181.91765132961456,7,HOLD,0.0,0.0,0.0
2025-10-22 08:00:00,144.29168179238482,8,HOLD,0.0,0.0,0.0
2025-10-22 09:00:00,127.12761334062776,9,HOLD,0.0,0.0,0.0
2025-10-22 10:00:00,108.62907307894858,10,HOLD,0.0,0.0,0.0
2025-10-22 11:00:00,95.65759805300053,11,HOLD,0.0,0.0,0.0
2025-10-22 12:00:00,93.34144583118164,12,HOLD,0.0,0.0,0.0
2025-10-22 13:00:00,92.078554884627,13,HOLD,0.0,0.0,0.0
2025-10-22 14:00:00,103.4599121600548,14,HOLD,0.0,0.0,0.0
2025-10-22 15:00:00,119.77012317021418,15,HOLD,0.0,0.0,0.0
2025-10-22 16:00:00,157.27849557476878,16,HOLD,0.0,0.0,0.0
2025-10-22 17:00:00,200.6616116942679,17,HOLD,0.0,0.0,0.0
2025-10-22 18:00:00,283.4908964480553,18,HOLD,0.0,0.0,0.0
2025-10-22 19:00:00,269.90075824585983,19,HOLD,0.0,0.0,0.0
2025-10-22 20:00:00,184.58148203064684,20,HOLD,0.0,0.0,0.0
2025-10-22 21:00:00,140.84046159431034,21,HOLD,0.0,0.0,0.0
2025-10-22 22:00:00,129.61249188324138,22,HOLD,0.0,0.0,0.0
2025-10-22 23:00:00,115.09180245726878,23,HOLD,0.0,0.0,0.0
2025-10-23 00:00:00,108.5574922155811,0,HOLD,0.0,0.0,0.0
2025-10-23 01:00:00,107.39174672645372,1,HOLD,0.0,0.0,0.0
2025-10-23 02:00:00,100.60179054416794,2,HOLD,0.0,0.0,0.0
2025-10-23 03:00:00,93.699350148019,3,HOLD,0.0,0.0,0.0
2025-10-23 04:00:00,92.33931374403706,4,HOLD,0.0,0.0,0.0
2025-10-23 05:00:00,119.61162268704336,5,HOLD,0.0,0.0,0.0
2025-10-23 06:00:00,137.51195144772296,6,HOLD,0.0,0.0,0.0
2025-10-23 07:00:00,145.47787895676004,7,HOLD,0.0,0.0,0.0
2025-10-23 08:00:00,136.62230357444153,8,HOLD,0.0,0.0,0.0
2025-10-23 09:00:00,123.31848882571592,9,HOLD,0.0,0.0,0.0
2025-10-23 10:00:00,90.70829264302112,10,HOLD,0.0,0.0,0.0
2025-10-23 11:00:00,74.06062899127225,11,HOLD,0.0,0.0,0.0
2025-10-23 12:00:00,71.30987867043659,12,HOLD,0.0,0.0,0.0
2025-10-23 13:00:00,69.74021259516421,13,HOLD,0.0,0.0,0.0
2025-10-23 14:00:00,85.82034225878527,14,HOLD,0.0,0.0,0.0
2025-10-23 15:00:00,105.12161077394252,15,HOLD,0.0,0.0,0.0
2025-10-23 16:00:00,139.13785962992694,16,HOLD,0.0,0.0,0.0
2025-10-23 17:00:00,136.59162606156977,17,HOLD,0.0,0.0,0.0
2025-10-23 18:00:00,146.16812299637493,18,HOLD,0.0,0.0,0.0
2025-10-23 19:00:00,137.51195144772296,19,HOLD,0.0,0.0,0.0
2025-10-23 20:00:00,139.7002806992428,20,HOLD,0.0,0.0,0.0
2025-10-23 21:00:00,141.73010946759177,21,HOLD,0.0,0.0,0.0
2025-10-23 22:00:00,100.26945082139042,22,HOLD,0.0,0.0,0.0
2025-10-23 23:00:00,80.93239187454942,23,HOLD,0.0,0.0,0.0
2025-10-24 00:00:00,62.950256412878424,0,HOLD,0.0,0.0,0.0
2025-10-24 01:00:00,50.61789623842563,1,HOLD,0.0,0.0,0.0
2025-10-24 02:00:00,42.171354361064104,2,HOLD,0.0,0.0,0.0
2025-10-24 03:00:00,47.60127413936794,3,HOLD,0.0,0.0,0.0
2025-10-24 04:00:00,55.439378678105975,4,HOLD,0.0,0.0,0.0
2025-10-24 05:00:00,73.74874094374256,5,HOLD,0.0,0.0,0.0
2025-10-24 06:00:00,108.80802523736726,6,HOLD,0.0,0.0,0.0
2025-10-24 07:00:00,141.09099461609648,7,HOLD,0.0,0.0,0.0
2025-10-24 08:00:00,149.56821400632978,8,HOLD,0.0,0.0,0.0
2025-10-24 09:00:00,136.15191504374104,9,HOLD,0.0,0.0,0.0
2025-10-24 10:00:00,107.09008451654796,10,HOLD,0.0,0.0,0.0
2025-10-24 11:00:00,100.99037237387708,11,HOLD,0.0,0.0,0.0
2025-10-24 12:00:00,86.42877959740878,12,HOLD,0.0,0.0,0.0
2025-10-24 13:00:00,67.25022113373862,13,HOLD,0.0,0.0,0.0
2025-10-24 14:00:00,71.96944519717971,14,HOLD,0.0,0.0,0.0
2025-10-24 15:00:00,90.6418246984656,15,HOLD,0.0,0.0,0.0
2025-10-24 16:00:00,102.44244131647434,16,HOLD,0.0,0.0,0.0
2025-10-24 17:00:00,121.46761221578562,17,HOLD,0.0,0.0,0.0
2025-10-24 18:00:00,137.639774418022,18,HOLD,0.0,0.0,0.0
2025-10-24 19:00:00,145.22223301616194,19,HOLD,0.0,0.0,0.0
2025-10-24 20:00:00,121.33978924548656,20,HOLD,0.0,0.0,0.0
2025-10-24 21:00:00,108.39899173241028,21,HOLD,0.0,0.0,0.0
2025-10-24 22:00:00,107.90815152646192,22,HOLD,0.0,0.0,0.0
2025-10-24 23:00:00,88.40747917763814,23,HOLD,0.0,0.0,0.0
2025-10-25 00:00:00,81.9089593676342,0,HOLD,0.0,0.0,0.0
2025-10-25 01:00:00,76.61197547844138,1,HOLD,0.0,0.0,0.0
2025-10-25 02:00:00,74.69974384276752,2,HOLD,0.0,0.0,0.0
2025-10-25 03:00:00,79.2604674230378,3,HOLD,0.0,0.0,0.0
2025-10-25 04:00:00,83.23831825874437,4,HOLD,0.0,0.0,0.0
2025-10-25 05:00:00,94.84975688071049,5,HOLD,0.0,0.0,0.0
2025-10-25 06:00:00,117.85789153454031,6,HOLD,0.0,0.0,0.0
2025-10-25 07:00:00,125.07221997821895,7,HOLD,0.0,0.0,0.0
2025-10-25 08:00:00,101.31248625903068,8,HOLD,0.0,0.0,0.0
2025-10-25 09:00:00,70.1594719377451,9,HOLD,0.0,0.0,0.0
2025-10-25 10:00:00,63.04228895149374,10,HOLD,0.0,0.0,0.0
2025-10-25 11:00:00,40.90846341450944,11,HOLD,0.0,0.0,0.0
2025-10-25 12:00:00,16.96977753690249,12,CHARGE,10.0,10.0,-169.6977753690249
2025-10-25 13:00:00,21.94976045975366,13,HOLD,10.0,0.0,0.0
2025-10-25 14:00:00,32.45169569952399,14,HOLD,10.0,0.0,0.0
2025-10-25 15:00:00,75.03208356554507,15,DISCHARGE,0.0,-10.0,675.2887520899055
2025-10-25 16:00:00,108.41944340765814,16,HOLD,0.0,0.0,0.0
2025-10-25 17:00:00,152.5592715113277,17,HOLD,0.0,0.0,0.0
2025-10-25 18:00:00,216.199771963821,18,HOLD,0.0,0.0,0.0
2025-10-25 19:00:00,195.3390632110153,19,HOLD,0.0,0.0,0.0
2025-10-25 20:00:00,157.21202763021327,20,HOLD,0.0,0.0,0.0
2025-10-25 21:00:00,150.3913939350557,21,HOLD,0.0,0.0,0.0
2025-10-25 22:00:00,117.85789153454031,22,HOLD,0.0,0.0,0.0
2025-10-25 23:00:00,103.52126718579837,23,HOLD,0.0,0.0,0.0
2025-10-26 00:00:00,90.58046967272206,0,HOLD,0.0,0.0,0.0
2025-10-26 01:00:00,71.74958968826535,1,HOLD,0.0,0.0,0.0
2025-10-26 02:00:00,62.0197051891013,2,HOLD,0.0,0.0,0.0
2025-10-26 03:00:00,60.910201806905505,3,HOLD,0.0,0.0,0.0
2025-10-26 04:00:00,56.04781601672948,4,HOLD,0.0,0.0,0.0
2025-10-26 05:00:00,61.46239703859742,5,HOLD,0.0,0.0,0.0
2025-10-26 06:00:00,63.38996743070717,6,HOLD,0.0,0.0,0.0
2025-10-26 07:00:00,63.69162964061294,7,HOLD,0.0,0.0,0.0
2025-10-26 08:00:00,63.86035596140769,8,HOLD,0.0,0.0,0.0
2025-10-26 09:00:00,52.36140155330474,9,HOLD,0.0,0.0,0.0
2025-10-26 10:00:00,45.61234872151465,10,HOLD,0.0,0.0,0.0
2025-10-26 11:00:00,21.571404467668454,11,HOLD,0.0,0.0,0.0
2025-10-26 12:00:00,11.969342938803477,12,CHARGE,10.0,10.0,-119.69342938803477
2025-10-26 13:00:00,8.901591651626164,13,CHARGE,20.0,10.0,-89.01591651626164
2025-10-26 14:00:00,14.83769039231426,14,CHARGE,30.0,10.0,-148.3769039231426
2025-10-26 15:00:00,73.3090299259138,15,DISCHARGE,20.0,-10.0,659.7812693332243
2025-10-26 16:00:00,114.30952587903856,16,DISCHARGE,10.0,-10.0,1028.785732911347
2025-10-26 17:00:00,140.01216874677246,17,DISCHARGE,0.0,-10.0,1260.109518720952
2025-10-26 18:00:00,146.6180598518276,18,HOLD,0.0,0.0,0.0
2025-10-26 19:00:00,136.90862702791142,19,HOLD,0.0,0.0,0.0
2025-10-26 20:00:00,121.92777490886222,20,HOLD,0.0,0.0,0.0
2025-10-26 21:00:00,115.2503029404396,21,HOLD,0.0,0.0,0.0
2025-10-26 22:00:00,95.90813107478668,22,HOLD,0.0,0.0,0.0
2025-10-26 23:00:00,66.97923643670462,23,HOLD,0.0,0.0,0.0
2025-10-27 00:00:00,62.38783534356258,0,HOLD,0.0,0.0,0.0
2025-10-27 01:00:00,34.47129863024905,1,HOLD,0.0,0.0,0.0
2025-10-27 02:00:00,32.56929283219912,2,HOLD,0.0,0.0,0.0
2025-10-27 03:00:00,37.21182311346078,3,HOLD,0.0,0.0,0.0
2025-10-27 04:00:00,50.70992877704096,4,HOLD,0.0,0.0,0.0
2025-10-27 05:00:00,103.58773513035386,5,HOLD,0.0,0.0,0.0
2025-10-27 06:00:00,116.38025799788326,6,HOLD,0.0,0.0,0.0
2025-10-27 07:00:00,116.3598063226354,7,HOLD,0.0,0.0,0.0
2025-10-27 08:00:00,112.53023013247574,8,HOLD,0.0,0.0,0.0
2025-10-27 09:00:00,108.38876589478636,9,HOLD,0.0,0.0,0.0
2025-10-27 10:00:00,101.22045372041538,10,HOLD,0.0,0.0,0.0
2025-10-27 11:00:00,100.8523235659541,11,HOLD,0.0,0.0,0.0
2025-10-27 12:00:00,95.81098561735938,12,HOLD,0.0,0.0,0.0
2025-10-27 13:00:00,104.5694155422506,13,HOLD,0.0,0.0,0.0
2025-10-27 14:00:00,117.4284063543355,14,HOLD,0.0,0.0,0.0
2025-10-27 15:00:00,131.29975509118893,15,HOLD,0.0,0.0,0.0
2025-10-27 16:00:00,204.7775113378975,16,HOLD,0.0,0.0,0.0
2025-10-27 17:00:00,224.41111957583223,17,HOLD,0.0,0.0,0.0
2025-10-27 18:00:00,182.48007239893036,18,HOLD,0.0,0.0,0.0
2025-10-27 19:00:00,188.70249459308835,19,HOLD,0.0,0.0,0.0
2025-10-27 20:00:00,174.63174202256843,20,HOLD,0.0,0.0,0.0
2025-10-27 21:00:00,132.43993598625647,21,HOLD,0.0,0.0,0.0
2025-10-27 22:00:00,108.38876589478636,22,HOLD,0.0,0.0,0.0
2025-10-27 23:00:00,101.07217907486849,23,HOLD,0.0,0.0,0.0
2025-10-28 00:00:00,95.28946789853924,0,HOLD,0.0,0.0,0.0
2025-10-28 01:00:00,84.36827331618801,1,HOLD,0.0,0.0,0.0
2025-10-28 02:00:00,82.00099190624952,2,HOLD,0.0,0.0,0.0
2025-10-28 03:00:00,81.03976316960063,3,HOLD,0.0,0.0,0.0
2025-10-28 04:00:00,82.89063977953094,4,HOLD,0.0,0.0,0.0
2025-10-28 05:00:00,108.19958789874376,5,HOLD,0.0,0.0,0.0
2025-10-28 06:00:00,129.50000766937822,6,HOLD,0.0,0.0,0.0
2025-10-28 07:00:00,113.99763783150888,7,HOLD,0.0,0.0,0.0
2025-10-28 08:00:00,93.699350148019,8,HOLD,0.0,0.0,0.0
2025-10-28 09:00:00,86.28050495186187,9,HOLD,0.0,0.0,0.0
2025-10-28 10:00:00,83.53998046865013,10,HOLD,0.0,0.0,0.0
2025-10-28 11:00:00,78.53954587055112,11,HOLD,0.0,0.0,0.0
2025-10-28 12:00:00,76.92897644478303,12,HOLD,0.0,0.0,0.0
2025-10-28 13:00:00,86.91961980335715,13,HOLD,0.0,0.0,0.0
2025-10-28 14:00:00,102.89237817192702,14,HOLD,0.0,0.0,0.0
2025-10-28 15:00:00,157.26826973714483,15,HOLD,0.0,0.0,0.0
2025-10-28 16:00:00,174.76979083049142,16,HOLD,0.0,0.0,0.0
2025-10-28 17:00:00,196.52014745657857,17,HOLD,0.0,0.0,0.0
2025-10-28 18:00:00,211.3476120112689,18,HOLD,0.0,0.0,0.0
2025-10-28 19:00:00,192.7007971040428,19,HOLD,0.0,0.0,0.0
2025-10-28 20:00:00,150.18176426376527,20,HOLD,0.0,0.0,0.0
2025-10-28 21:00:00,125.3789951069367,21,HOLD,0.0,0.0,0.0
2025-10-28 22:00:00,110.78161189878466,22,HOLD,0.0,0.0,0.0
2025-10-28 23:00:00,106.48164717792446,23,HOLD,0.0,0.0,0.0
2025-10-29 00:00:00,83.289447446864,0,HOLD,0.0,0.0,0.0
2025-10-29 01:00:00,83.1411728013171,1,HOLD,0.0,0.0,0.0
2025-10-29 02:00:00,78.1918673913377,2,HOLD,0.0,0.0,0.0
2025-10-29 03:00:00,75.69165009228819,3,HOLD,0.0,0.0,0.0
2025-10-29 04:00:00,86.08110111819535,4,HOLD,0.0,0.0,0.0
2025-10-29 05:00:00,113.3994263305093,5,HOLD,0.0,0.0,0.0
2025-10-29 06:00:00,127.63890522182398,6,HOLD,0.0,0.0,0.0
2025-10-29 07:00:00,110.92988654433157,7,HOLD,0.0,0.0,0.0
2025-10-29 08:00:00,100.19786995802292,8,HOLD,0.0,0.0,0.0
2025-10-29 09:00:00,72.39893037738453,9,HOLD,0.0,0.0,0.0
2025-10-29 10:00:00,19.669398669618523,10,CHARGE,10.0,10.0,-196.69398669618522
2025-10-29 11:00:00,14.51046358834868,11,CHARGE,20.0,10.0,-145.1046358834868
2025-10-29 12:00:00,49.682232095836554,12,HOLD,20.0,0.0,0.0
2025-10-29 13:00:00,77.39936497548355,13,DISCHARGE,10.0,-10.0,696.5942847793519
2025-10-29 14:00:00,89.05170694794536,14,DISCHARGE,0.0,-10.0,801.4653625315083
2025-10-29 15:00:00,127.63890522182398,15,HOLD,0.0,0.0,0.0
2025-10-29 16:00:00,221.20020656192,16,HOLD,0.0,0.0,0.0
2025-10-29 17:00:00,160.9393454441337,17,HOLD,0.0,0.0,0.0
2025-10-29 18:00:00,140.3291697131141,18,HOLD,0.0,0.0,0.0
2025-10-29 19:00:00,146.30105888548596,19,HOLD,0.0,0.0,0.0
2025-10-29 20:00:00,150.54989441822653,20,HOLD,0.0,0.0,0.0
2025-10-29 21:00:00,137.98233997842348,21,HOLD,0.0,0.0,0.0
2025-10-29 22:00:00,122.89922948313504,22,HOLD,0.0,0.0,0.0
2025-10-29 23:00:00,108.16891038587198,23,HOLD,0.0,0.0,0.0
2025-10-30 00:00:00,97.83058854808444,0,HOLD,0.0,0.0,0.0
2025-10-30 01:00:00,83.55020630627406,1,HOLD,0.0,0.0,0.0
2025-10-30 02:00:00,83.59110965676976,2,HOLD,0.0,0.0,0.0
2025-10-30 03:00:00,80.57960047652404,3,HOLD,0.0,0.0,0.0
2025-10-30 04:00:00,90.1714361677651,4,HOLD,0.0,0.0,0.0
2025-10-30 05:00:00,139.80253907548203,5,HOLD,0.0,0.0,0.0
2025-10-30 06:00:00,151.28104180833714,6,HOLD,0.0,0.0,0.0
2025-10-30 07:00:00,131.16170628326591,7,HOLD,0.0,0.0,0.0
2025-10-30 08:00:00,98.39812253621224,8,HOLD,0.0,0.0,0.0
2025-10-30 09:00:00,80.56937463890011,9,HOLD,0.0,0.0,0.0
2025-10-30 10:00:00,69.83224513377952,10,HOLD,0.0,0.0,0.0
2025-10-30 11:00:00,68.23190154563535,11,HOLD,0.0,0.0,0.0
2025-10-30 12:00:00,66.3196699099615,12,HOLD,0.0,0.0,0.0
2025-10-30 13:00:00,88.18762366872376,13,HOLD,0.0,0.0,0.0
2025-10-30 14:00:00,115.9814503305502,14,HOLD,0.0,0.0,0.0
